,x,y
0,0.805125532455701,0.06715019428958452
1,0.38205854659210536,0.3397826603919282
2,1.8548861319737857,0.765330589771752
3,1.5895131862472824,0.36610753154143644
4,1.3782987349831706,0.307182954968679
5,0.13979269201554656,0.7312741951159496
6,1.74994906161043,0.47185066564289224
7,1.4065096735306686,0.20772669513296096
8,0.7247729433977717,0.06777298502152365
9,0.07699242794922467,0.9661265823115113
10,0.5555243967949037,-0.0005094736418607138
11,0.6230036620692072,0.08804844915984938
12,0.7632810961749457,0.11891958990577393
13,0.7551551762683264,-0.04028330403129342
14,0.4516090256266465,0.2383944518644436
15,0.15348026400342474,0.7567001447140344
16,0.8836563245306381,0.15442519916854106
17,1.6864377520950506,0.3817523763573777
18,1.828475379907717,0.6254006165142895
19,0.12664752169735527,0.6936023532923524
20,0.4247839517155543,0.3444765170830145
21,0.43044783413934784,0.37793248108782396
22,0.29485629027344196,0.23712516855297333
23,0.17389443038647512,0.6623595685349116
24,1.7054033574833916,0.5894834243765255
25,1.1117712494900645,0.08434079121529775
26,1.5916499723972612,0.46380713197059975
27,1.6239254892794612,0.36932004106604227
28,0.2426811661254511,0.4539213380238353
29,0.5081108928806282,0.07043542683689663
30,1.6293623820048744,0.25963350661154855
31,0.36338303376856684,0.3794316134517071
32,1.9386226083079234,0.8701762986187812
33,0.1760113855723131,0.652164056066605
34,1.532553557765587,0.1890465051273557
35,1.942860923616877,1.0187518208049289
36,1.6605761312050853,0.4263575529840419
37,1.624083257049193,0.25384188981712585
38,1.6146445368866371,0.41832492757432516
39,1.8097698064681913,0.6262529526256693
40,0.5172635318206116,0.09124182670880435
41,1.54023526389796,0.17108562293646154
42,1.4281474017956752,0.11731044052393426
43,1.4689997094217295,0.20755172490609022
44,1.2447541333638388,0.07627615484055346
45,0.788899581255176,0.028630817792275876
46,0.31987024981633927,0.3922076033324967
47,1.7526760534971322,0.5416496369594054
48,1.042607176571141,0.025347462785705557
49,0.897498638367987,0.013185899423834283
50,1.615812529357521,0.5430674055265862
51,0.5779241693027743,0.3053525245938006
52,0.09869114818028435,0.8516425257300317
53,0.696553267895438,0.23463115367661241
54,0.14033324947500225,0.8390011993438109
55,1.3534110328265359,0.13537514061684064
56,0.8271929925320756,-0.03855806581911522
57,1.1856439279069322,-0.006119060529000325
58,1.5431413051281893,0.24502337491870402
59,0.4210534601126361,0.46407775502684867
60,0.9151195486733279,0.02040636575546364
61,0.15898920421561824,0.6691098131807712
62,1.2036508449157446,-0.11744341877561287
63,1.7141932831703663,0.5924717085330398
64,1.4855623020916155,0.19547174128497738
65,0.8930842239953773,0.0545803284715046
66,0.635784734393513,0.21029804742320407
67,0.2922604825945825,0.6763008978059711
68,0.2535900300089988,0.7177565632228249
69,0.375163271747764,0.22940362813619816
70,0.44554289850296147,0.2829367477970708
71,1.0196644057257274,-0.055590548421467156
72,0.8439382609703618,0.006228075940649929
73,1.9219123639138131,0.8199261661196533
74,1.9079591688930038,0.9541061657761759
75,1.1934179381137486,0.1168639996347422
76,1.8661447437198295,0.7110748579925699
77,0.20910524147619491,0.7559279212492913
78,1.252589801240585,-0.12575847295661235
79,0.3160766018644907,0.5167353745259099
80,0.7566304634603966,0.048442622281250305
81,1.4034340316682954,0.30168360431581176
82,1.471793328771433,0.2344374172470445
83,1.224891876208351,0.033638812838623244
84,1.351331453166122,0.2748741404893188
